label,mean_x0,mean_y0,mean_z0,mean_x1,mean_y1,mean_z1,mean_x2,mean_y2,mean_z2,mean_x3,mean_y3,mean_z3,mean_x4,mean_y4,mean_z4,mean_x5,mean_y5,mean_z5,mean_x6,mean_y6,mean_z6,mean_x7,mean_y7,mean_z7,mean_x8,mean_y8,mean_z8,mean_x9,mean_y9,mean_z9,mean_x10,mean_y10,mean_z10,mean_x11,mean_y11,mean_z11,mean_x12,mean_y12,mean_z12,mean_x13,mean_y13,mean_z13,mean_x14,mean_y14,mean_z14,mean_x15,mean_y15,mean_z15,mean_x16,mean_y16,mean_z16,mean_x17,mean_y17,mean_z17,mean_x18,mean_y18,mean_z18,mean_x19,mean_y19,mean_z19,mean_x20,mean_y20,mean_z20,std_x0,std_y0,std_z0,std_x1,std_y1,std_z1,std_x2,std_y2,std_z2,std_x3,std_y3,std_z3,std_x4,std_y4,std_z4,std_x5,std_y5,std_z5,std_x6,std_y6,std_z6,std_x7,std_y7,std_z7,std_x8,std_y8,std_z8,std_x9,std_y9,std_z9,std_x10,std_y10,std_z10,std_x11,std_y11,std_z11,std_x12,std_y12,std_z12,std_x13,std_y13,std_z13,std_x14,std_y14,std_z14,std_x15,std_y15,std_z15,std_x16,std_y16,std_z16,std_x17,std_y17,std_z17,std_x18,std_y18,std_z18,std_x19,std_y19,std_z19,std_x20,std_y20,std_z20
adios,0.0,0.0,0.0,0.2265297919511795,-0.19284342229366302,-0.0838288739323616,0.3917253613471985,-0.5713697671890259,-0.09819749742746353,0.42838993668556213,-0.9572035074234009,-0.10958828777074814,0.41113948822021484,-1.268641710281372,-0.11651285737752914,0.2681874632835388,-0.9537326097488403,-0.00863975752145052,0.29935207962989807,-1.2839701175689697,-0.08573581278324127,0.2877485454082489,-1.3058825731277466,-0.14212529361248016,0.27913039922714233,-1.313721776008606,-0.16970334947109222,0.13179035484790802,-0.9901902079582214,-0.003013364505022764,0.16298457980155945,-1.3358609676361084,-0.08224251866340637,0.15904229879379272,-1.3339849710464478,-0.12814782559871674,0.16438429057598114,-1.3346415758132935,-0.1441374570131302,-0.0012208884581923485,-0.9731677770614624,-0.015866806730628014,0.022767357528209686,-1.295149564743042,-0.10266319662332535,0.03149537742137909,-1.285395622253418,-0.12333568185567856,0.04597175866365433,-1.286211609840393,-0.11715853214263916,-0.1430206596851349,-0.9102069139480591,-0.03615915775299072,-0.11308334022760391,-1.1922553777694702,-0.10174833238124847,-0.0893777459859848,-1.2025524377822876,-0.10766375064849854,-0.06619514524936676,-1.2175713777542114,-0.09678371995687485,0.0,0.0,0.0,0.026415996253490448,0.041552815586328506,0.01618020050227642,0.04932986572384834,0.06390850991010666,0.024378526955842972,0.060033369809389114,0.09923117607831955,0.029596636071801186,0.04086635261774063,0.11993050575256348,0.03605923056602478,0.03929692134261131,0.010448369197547436,0.04047037288546562,0.04026512801647186,0.04764396697282791,0.052486300468444824,0.027345821261405945,0.2654705345630646,0.05513896048069,0.038185421377420425,0.47414350509643555,0.04885571449995041,0.02372056432068348,0.0032288311049342155,0.03965397924184799,0.02590036205947399,0.08846575766801834,0.05819570645689964,0.02442176640033722,0.38162919878959656,0.05005890876054764,0.03779546916484833,0.6183439493179321,0.03752489015460014,0.011707695201039314,0.010624203830957413,0.03827765956521034,0.013604456558823586,0.10311797261238098,0.055432479828596115,0.020794164389371872,0.3984827995300293,0.041131965816020966,0.030292106792330742,0.6259122490882874,0.05423856899142265,0.020285775884985924,0.04061787575483322,0.03873682767152786,0.00870234053581953,0.04126829281449318,0.04343882575631142,0.012543849647045135,0.23090006411075592,0.04470048472285271,0.022006435319781303,0.4143684506416321,0.06486883014440536
adios,0.0,0.0,0.0,0.2332518994808197,-0.19489958882331848,-0.07949025928974152,0.40090411901474,-0.5551222562789917,-0.09197944402694702,0.44076022505760193,-0.9356437921524048,-0.10228940099477768,0.4202652871608734,-1.2402647733688354,-0.10900257527828217,0.2808375060558319,-0.9456601142883301,0.0018172657582908869,0.321879506111145,-1.2936375141143799,-0.06862147152423859,0.31950119137763977,-1.3384897708892822,-0.12586133182048798,0.31694573163986206,-1.3605011701583862,-0.1567842662334442,0.14772701263427734,-0.9877464175224304,0.005736405495554209,0.18970665335655212,-1.3585238456726074,-0.06552436947822571,0.1938345581293106,-1.3835476636886597,-0.11435453593730927,0.20303218066692352,-1.3963669538497925,-0.13569164276123047,0.014326656237244606,-0.9728822708129883,-0.00804143212735653,0.04862213134765625,-1.326584815979004,-0.08810049295425415,0.06199224665760994,-1.3370168209075928,-0.11103713512420654,0.07726927101612091,-1.3433730602264404,-0.10936322063207626,-0.13186801970005035,-0.9078829884529114,-0.029148239642381668,-0.09628860652446747,-1.1937230825424194,-0.0943189412355423,-0.06953532993793488,-1.2106276750564575,-0.10271916538476944,-0.045185964554548264,-1.2264220714569092,-0.09487120807170868,0.0,0.0,0.0,0.029859542846679688,0.03863160312175751,0.010752661153674126,0.0580226294696331,0.05510636046528816,0.01566052995622158,0.07486803084611893,0.09578067064285278,0.02185916341841221,0.05159776657819748,0.12151538580656052,0.030848011374473572,0.04634542018175125,0.014717007987201214,0.03784732148051262,0.04514184966683388,0.034653905779123306,0.05615595355629921,0.029131527990102768,0.22949016094207764,0.0640585795044899,0.032484084367752075,0.4431571066379547,0.059307586401700974,0.02981848455965519,0.005196654703468084,0.039808422327041626,0.026984678581357002,0.056722719222307205,0.06620105355978012,0.024342328310012817,0.3305369019508362,0.06275887787342072,0.03989644721150398,0.5697209239006042,0.04803064838051796,0.019267940893769264,0.010477655567228794,0.04179738461971283,0.018811330199241638,0.06953799724578857,0.0638432577252388,0.02488483488559723,0.34783637523651123,0.047526270151138306,0.036701750010252,0.5770984292030334,0.04922076314687729,0.025230534374713898,0.03942222148180008,0.045439913868904114,0.015330185182392597,0.044410862028598785,0.05154253914952278,0.020721737295389175,0.23039379715919495,0.044697925448417664,0.033439960330724716,0.41594013571739197,0.054855890572071075
adios,0.0,0.0,0.0,0.21452459692955017,-0.19838137924671173,-0.08143313229084015,0.3660719394683838,-0.5713129043579102,-0.09687747806310654,0.4031751751899719,-0.9380161166191101,-0.10907544195652008,0.3770864009857178,-1.2244818210601807,-0.11604399979114532,0.24868758022785187,-0.9706077575683594,-0.011667383834719658,0.28173381090164185,-1.3039544820785522,-0.08616466075181961,0.27515071630477905,-1.3119800090789795,-0.14202487468719482,0.2709987759590149,-1.3081014156341553,-0.17065496742725372,0.11705155670642853,-0.9917890429496765,-0.006899429950863123,0.1467960923910141,-1.3400468826293945,-0.08538912236690521,0.14968444406986237,-1.322074055671692,-0.13008196651935577,0.15970034897327423,-1.3050514459609985,-0.14528267085552216,-0.010596801526844501,-0.9541841745376587,-0.019325464963912964,0.010814381763339043,-1.2715132236480713,-0.10386158525943756,0.02707999385893345,-1.2458298206329346,-0.12073250114917755,0.04670573025941849,-1.2329908609390259,-0.11266032606363297,-0.1435132622718811,-0.8656247854232788,-0.039244502782821655,-0.11688122898340225,-1.1180499792099,-0.1064835637807846,-0.0930660143494606,-1.1076409816741943,-0.1122007966041565,-0.0679265484213829,-1.1138393878936768,-0.10085346549749374,0.0,0.0,0.0,0.024509945884346962,0.0323217436671257,0.010933217592537403,0.05120084062218666,0.062229178845882416,0.021421227604150772,0.06629158556461334,0.10617513954639435,0.030488857999444008,0.03299340978264809,0.11902765929698944,0.038911089301109314,0.04024497792124748,0.02143966034054756,0.04202421009540558,0.03551168739795685,0.036360446363687515,0.06886178255081177,0.017437633126974106,0.24634547531604767,0.07490801811218262,0.026958517730236053,0.4566692113876343,0.06877858191728592,0.02746623568236828,0.004041760694235563,0.04283641651272774,0.019014872610569,0.07461781799793243,0.0788673385977745,0.019121218472719193,0.35706278681755066,0.07324440777301788,0.03152507543563843,0.590609073638916,0.05551764369010925,0.02368244342505932,0.008346175774931908,0.04341162368655205,0.021439634263515472,0.1105772852897644,0.07375507801771164,0.021547460928559303,0.3935651183128357,0.05466430261731148,0.02827703393995762,0.6098029017448425,0.05207076668739319,0.027132878080010414,0.019747596234083176,0.04444362223148346,0.02315007522702217,0.08528415113687515,0.058564670383930206,0.022849982604384422,0.2986949384212494,0.050239939242601395,0.02841940149664879,0.47364485263824463,0.05474761128425598
adios,0.0,0.0,0.0,0.21238915622234344,-0.2165999412536621,-0.0833054929971695,0.36277633905410767,-0.5923944115638733,-0.10214941203594208,0.3923623859882355,-0.9674569964408875,-0.11917511373758316,0.3610967993736267,-1.2614920139312744,-0.13094981014728546,0.2378523349761963,-0.9738066792488098,-0.01121927984058857,0.2660851776599884,-1.3124477863311768,-0.0951019749045372,0.25784972310066223,-1.3087804317474365,-0.1558607816696167,0.2513456642627716,-1.2894952297210693,-0.18500502407550812,0.1026427149772644,-0.9932438731193542,-0.00841281097382307,0.12535209953784943,-1.3552383184432983,-0.09554712474346161,0.12281330674886703,-1.322129487991333,-0.14323952794075012,0.1285945326089859,-1.291046142578125,-0.1579577475786209,-0.027861619368195534,-0.95917147397995,-0.023905262351036072,-0.011345550417900085,-1.2839267253875732,-0.11785705387592316,-0.0027057002298533916,-1.2416784763336182,-0.13625255227088928,0.010899198241531849,-1.213053584098816,-0.12574061751365662,-0.16342230141162872,-0.8792815208435059,-0.04681765288114548,-0.13872718811035156,-1.153006911277771,-0.11710550636053085,-0.1208702102303505,-1.135352373123169,-0.12067501246929169,-0.10424049943685532,-1.1243187189102173,-0.10643643140792847,0.0,0.0,0.0,0.026474561542272568,0.03081262856721878,0.015209372155368328,0.059509459882974625,0.05049430578947067,0.022920789197087288,0.07780725508928299,0.10242921859025955,0.0285087488591671,0.04447512328624725,0.12081040441989899,0.035368118435144424,0.056729767471551895,0.010106397792696953,0.03255728259682655,0.05977686122059822,0.03425625339150429,0.05193725600838661,0.036453548818826675,0.24357645213603973,0.058491066098213196,0.022268762812018394,0.45963072776794434,0.05236021801829338,0.04244614765048027,0.003972254693508148,0.03229266777634621,0.044991057366132736,0.05803157016634941,0.06067749485373497,0.029294610023498535,0.33693060278892517,0.057315997779369354,0.01897166296839714,0.5797404050827026,0.04397532343864441,0.029215266928076744,0.010823165997862816,0.0328233502805233,0.032337259501218796,0.08677253872156143,0.056522246450185776,0.02699361741542816,0.3738442361354828,0.04291263967752457,0.020354004576802254,0.6014842391014099,0.05503064766526222,0.020064041018486023,0.04205495864152908,0.03512696921825409,0.02765708789229393,0.04325902462005615,0.04017984867095947,0.028942542150616646,0.22645382583141327,0.04186044633388519,0.025336777791380882,0.41240477561950684,0.0646611824631691
adios,0.0,0.0,0.0,0.22980144619941711,-0.19810670614242554,-0.08834506571292877,0.39896318316459656,-0.5694446563720703,-0.10803808271884918,0.4336372911930084,-0.955327033996582,-0.12453065812587738,0.3869374096393585,-1.2542808055877686,-0.13631266355514526,0.24541234970092773,-0.9684931635856628,-0.01074141450226307,0.2871168553829193,-1.2805718183517456,-0.09693776071071625,0.2866799831390381,-1.2498446702957153,-0.15939739346504211,0.28087347745895386,-1.2115734815597534,-0.1889319270849228,0.10893663018941879,-0.9936375617980957,-0.004888803232461214,0.15058206021785736,-1.3337091207504272,-0.09562835097312927,0.1566556990146637,-1.27687406539917,-0.14511547982692719,0.16401822865009308,-1.225738763809204,-0.15962189435958862,-0.029176369309425354,-0.9646544456481934,-0.017912860959768295,0.011625830084085464,-1.2793115377426147,-0.11871101707220078,0.03086281195282936,-1.202431082725525,-0.13590018451213837,0.04606650024652481,-1.1469162702560425,-0.12215224653482437,-0.1795744001865387,-0.8877620697021484,-0.038248393684625626,-0.12784048914909363,-1.1314045190811157,-0.1191428154706955,-0.09353995323181152,-1.0727488994598389,-0.12475013732910156,-0.06925918906927109,-1.0367519855499268,-0.10893376171588898,0.0,0.0,0.0,0.01218433678150177,0.042165812104940414,0.011488577350974083,0.03910011053085327,0.07410803437232971,0.014577487483620644,0.047891754657030106,0.1200096607208252,0.018712468445301056,0.018233176320791245,0.12779192626476288,0.02382715418934822,0.02171194739639759,0.0242144837975502,0.024196891114115715,0.026379525661468506,0.046711698174476624,0.04489875212311745,0.020772680640220642,0.27954360842704773,0.05334271490573883,0.03147773817181587,0.5126047730445862,0.04720357805490494,0.012861563824117184,0.0022154971957206726,0.024959342554211617,0.013696806505322456,0.08484993875026703,0.052771661430597305,0.01838694140315056,0.3855741620063782,0.04701349139213562,0.030634084716439247,0.6495067477226257,0.027598224580287933,0.021686816588044167,0.00768916355445981,0.02697981894016266,0.011376351118087769,0.11015289276838303,0.050017837435007095,0.018124917522072792,0.4167550802230835,0.02631560154259205,0.026993732899427414,0.6634949445724487,0.03860464692115784,0.038193829357624054,0.023158807307481766,0.03107490949332714,0.013740756548941135,0.08110831677913666,0.03620630130171776,0.017564142122864723,0.31096649169921875,0.02715248242020607,0.027647055685520172,0.5080925226211548,0.044697657227516174
adios,0.0,0.0,0.0,0.2387147694826126,-0.19133207201957703,-0.08789375424385071,0.41884660720825195,-0.5591756105422974,-0.10198619216680527,0.4647243916988373,-0.958810031414032,-0.1121344342827797,0.4128809869289398,-1.2619181871414185,-0.11837319284677505,0.2813026010990143,-0.9455316662788391,-0.0025859589222818613,0.3166581392288208,-1.2630667686462402,-0.08198463171720505,0.2989211678504944,-1.2440717220306396,-0.14163348078727722,0.2866850197315216,-1.211366891860962,-0.17055411636829376,0.14227716624736786,-0.9890580177307129,0.006775070913136005,0.17238688468933105,-1.3201735019683838,-0.07724753767251968,0.16308774054050446,-1.2730740308761597,-0.12648943066596985,0.16734030842781067,-1.2280994653701782,-0.14259512722492218,0.002383534098044038,-0.9757187962532043,-0.002857293700799346,0.028723862022161484,-1.2740634679794312,-0.09787161648273468,0.03494490683078766,-1.2165579795837402,-0.11854316294193268,0.04747126251459122,-1.1737582683563232,-0.10937496274709702,-0.15119627118110657,-0.9153997302055359,-0.01958874985575676,-0.11105494201183319,-1.150794267654419,-0.09543795138597488,-0.08714771270751953,-1.1047706604003906,-0.10283790528774261,-0.0640273243188858,-1.079398512840271,-0.09007398784160614,0.0,0.0,0.0,0.009171664714813232,0.03233668953180313,0.010749176144599915,0.037490058690309525,0.04098040983080864,0.020886611193418503,0.051799625158309937,0.0799715667963028,0.031264934688806534,0.0314517505466938,0.09343640506267548,0.03916723281145096,0.03255150839686394,0.011201145127415657,0.0337916798889637,0.03393905982375145,0.06847967952489853,0.06536216288805008,0.02276713401079178,0.2859351933002472,0.07213103026151657,0.038975417613983154,0.503364622592926,0.06299015134572983,0.01916753686964512,0.003502622712403536,0.03310122340917587,0.017277482897043228,0.10091649740934372,0.07379500567913055,0.02225152961909771,0.3892240822315216,0.06548988074064255,0.03613145276904106,0.6388651728630066,0.04276292026042938,0.015561855398118496,0.008212350308895111,0.033594757318496704,0.016052575781941414,0.12294308096170425,0.06580110639333725,0.02305622771382332,0.42209041118621826,0.04178456589579582,0.03202835097908974,0.6568780541419983,0.0408649705350399,0.022011995315551758,0.031547609716653824,0.035411156713962555,0.012174963019788265,0.07987216114997864,0.0464448556303978,0.019710225984454155,0.3024809956550598,0.03613332659006119,0.03438432887196541,0.4889707565307617,0.04749121144413948
adios,0.0,0.0,0.0,0.24105921387672424,-0.1971169412136078,-0.08473311364650726,0.4166788160800934,-0.5646243691444397,-0.0954999327659607,0.45620235800743103,-0.9601834416389465,-0.10325489193201065,0.40819960832595825,-1.265829086303711,-0.10899525880813599,0.26698631048202515,-0.9488027691841125,0.0011826854897662997,0.29839175939559937,-1.2798707485198975,-0.07226495444774628,0.28719431161880493,-1.3164933919906616,-0.1302412897348404,0.2798330783843994,-1.3294697999954224,-0.15994465351104736,0.1286320984363556,-0.9912360906600952,0.00800449587404728,0.1580139845609665,-1.3400713205337524,-0.06758406013250351,0.15237128734588623,-1.3539526462554932,-0.11757190525531769,0.1594834178686142,-1.3554773330688477,-0.13808663189411163,-0.01043033692985773,-0.9766560792922974,-0.003943059127777815,0.012509536929428577,-1.3060100078582764,-0.09255717694759369,0.018592631444334984,-1.305474042892456,-0.11886604875326157,0.03289716690778732,-1.302369475364685,-0.1167052760720253,-0.16444191336631775,-0.9132201075553894,-0.022918211296200752,-0.13106787204742432,-1.1980273723602295,-0.09509510546922684,-0.10612829029560089,-1.2047674655914307,-0.10537733137607574,-0.08135721832513809,-1.2106196880340576,-0.09704308211803436,0.0,0.0,0.0,0.009965253993868828,0.030405525118112564,0.01167574618011713,0.029305417090654373,0.04241478815674782,0.019143210723996162,0.04453076422214508,0.07870815694332123,0.027390750125050545,0.02731122076511383,0.09865805506706238,0.034394003450870514,0.025441378355026245,0.010681696236133575,0.027630724012851715,0.025357378646731377,0.05571722611784935,0.056642938405275345,0.01961943507194519,0.27945250272750854,0.06461866945028305,0.03878934681415558,0.497502863407135,0.05588187277317047,0.013196093030273914,0.001985980663448572,0.025740373879671097,0.013714518398046494,0.09786433726549149,0.06243417412042618,0.024026505649089813,0.39221832156181335,0.05571642890572548,0.04164846986532211,0.6400976777076721,0.037699226289987564,0.01531232800334692,0.007487903349101543,0.026190007105469704,0.01419836189597845,0.10928622633218765,0.058186840265989304,0.02361198700964451,0.4087164103984833,0.03518734127283096,0.03485570102930069,0.6459171772003174,0.03753833472728729,0.027976583689451218,0.029553761705756187,0.02820492908358574,0.022922540083527565,0.05187391862273216,0.037569575011730194,0.025511013343930244,0.26005974411964417,0.029163168743252754,0.03528955578804016,0.4518236815929413,0.04818577319383621
adios,0.0,0.0,0.0,0.23564398288726807,-0.19295397400856018,-0.09260082244873047,0.4166574478149414,-0.559278666973114,-0.11262692511081696,0.4570329785346985,-0.9501107931137085,-0.12853951752185822,0.41055935621261597,-1.2505922317504883,-0.1403573602437973,0.26512157917022705,-0.9624002575874329,-0.01565668359398842,0.29464277625083923,-1.2816022634506226,-0.10052789747714996,0.27931591868400574,-1.2580945491790771,-0.16215188801288605,0.26873698830604553,-1.2244726419448853,-0.19122713804244995,0.12031896412372589,-0.9920374155044556,-0.0068535953760147095,0.14690110087394714,-1.3251817226409912,-0.09530901163816452,0.13923543691635132,-1.2699275016784668,-0.1436171978712082,0.14308586716651917,-1.2238188982009888,-0.15812408924102783,-0.023640437051653862,-0.9656940698623657,-0.017112459987401962,-0.00346938194707036,-1.2775380611419678,-0.11460234969854355,0.0034843527246266603,-1.21184504032135,-0.13162340223789215,0.014667205512523651,-1.1646833419799805,-0.11920806020498276,-0.17873400449752808,-0.8919755220413208,-0.03484119847416878,-0.14650709927082062,-1.1487197875976562,-0.10978082567453384,-0.12242424488067627,-1.1034486293792725,-0.11248473823070526,-0.10356476157903671,-1.0739541053771973,-0.09586349874734879,0.0,0.0,0.0,0.010946845635771751,0.029226314276456833,0.009094743058085442,0.0270152036100626,0.06786739826202393,0.016066893935203552,0.03626987710595131,0.11469821631908417,0.025564000010490417,0.019873877987265587,0.1291353851556778,0.0341557040810585,0.025054683908820152,0.02110493741929531,0.029528319835662842,0.02972060814499855,0.055761586874723434,0.061627283692359924,0.0357859805226326,0.2856389582157135,0.07103921473026276,0.05244668573141098,0.502798855304718,0.06436052173376083,0.018640249967575073,0.0026127866003662348,0.031370654702186584,0.021300725638866425,0.10171523690223694,0.0715533196926117,0.030862955376505852,0.40406566858291626,0.06691120564937592,0.04236660525202751,0.6502864360809326,0.05077265575528145,0.023772966116666794,0.009945313446223736,0.034654174000024796,0.020276539027690887,0.12270229309797287,0.06804964691400528,0.024438219144940376,0.4240049719810486,0.04762246832251549,0.029100365936756134,0.6554301977157593,0.04830266535282135,0.03338281810283661,0.028548303991556168,0.03863455727696419,0.02025299146771431,0.06451163440942764,0.05043412372469902,0.019348377361893654,0.2816801369190216,0.04355927184224129,0.025485269725322723,0.46469131112098694,0.05593126639723778
adios,0.0,0.0,0.0,0.2322556972503662,-0.1871034801006317,-0.08882860839366913,0.41131696105003357,-0.5462307929992676,-0.10778333991765976,0.4517427086830139,-0.9284524917602539,-0.12278296053409576,0.40939250588417053,-1.2318274974822998,-0.13426873087882996,0.2672600746154785,-0.9570061564445496,-0.013834571465849876,0.3029688000679016,-1.2623193264007568,-0.09550856798887253,0.29186829924583435,-1.2576534748077393,-0.15620894730091095,0.2817307114601135,-1.2457311153411865,-0.18573006987571716,0.12642237544059753,-0.9915999174118042,-0.00659395894035697,0.1609305441379547,-1.3109147548675537,-0.08871465176343918,0.15669506788253784,-1.2787853479385376,-0.13521818816661835,0.16023093461990356,-1.258507251739502,-0.1507500559091568,-0.013557059690356255,-0.9677348136901855,-0.017943089827895164,0.015596002340316772,-1.264924168586731,-0.11062382161617279,0.02443612553179264,-1.2165898084640503,-0.12736552953720093,0.0350576676428318,-1.1914395093917847,-0.11635468900203705,-0.16527816653251648,-0.8955154418945312,-0.03663095459342003,-0.12568321824073792,-1.1471846103668213,-0.10892300307750702,-0.0976969376206398,-1.1133158206939697,-0.11112242937088013,-0.07698820531368256,-1.0984117984771729,-0.09498872607946396,0.0,0.0,0.0,0.00883423537015915,0.03546496853232384,0.011694882996380329,0.030964050441980362,0.05921998247504234,0.011676706373691559,0.050078317523002625,0.10038421303033829,0.014038918539881706,0.027217257767915726,0.11849905550479889,0.019042780622839928,0.024255789816379547,0.01220613345503807,0.01930203288793564,0.024932384490966797,0.08238139003515244,0.0456932857632637,0.01658807136118412,0.3076629936695099,0.05530624836683273,0.03792582079768181,0.5256751775741577,0.04829484969377518,0.013247733935713768,0.001720644417218864,0.02291405014693737,0.010924277827143669,0.1203736662864685,0.05666188523173332,0.024322006851434708,0.4159976840019226,0.05065139755606651,0.04471816495060921,0.6647840738296509,0.03043866716325283,0.019286660477519035,0.007340271957218647,0.02814771793782711,0.014616685919463634,0.13213981688022614,0.05545546114444733,0.0235532745718956,0.4297596514225006,0.03211890533566475,0.03598853200674057,0.6630987524986267,0.03447994217276573,0.03400520980358124,0.02937520481646061,0.03418102487921715,0.022421343252062798,0.07056373357772827,0.03971506282687187,0.023523997515439987,0.28289756178855896,0.03042633831501007,0.035709913820028305,0.4691820442676544,0.04646281525492668
adios,0.0,0.0,0.0,0.22247807681560516,-0.18800683319568634,-0.09195269644260406,0.402742862701416,-0.5321109294891357,-0.1158813014626503,0.4477056860923767,-0.9111984968185425,-0.13511709868907928,0.4172704815864563,-1.2192914485931396,-0.15123380720615387,0.28376156091690063,-0.9463478326797485,-0.023552972823381424,0.31345075368881226,-1.2801051139831543,-0.1066303625702858,0.2965002655982971,-1.3138700723648071,-0.17023728787899017,0.2837541699409485,-1.323452353477478,-0.20274648070335388,0.14378303289413452,-0.9887102246284485,-0.015652213245630264,0.1672399938106537,-1.3297250270843506,-0.09740114212036133,0.15347222983837128,-1.338660717010498,-0.14732879400253296,0.15302610397338867,-1.3449090719223022,-0.16712483763694763,0.00738236028701067,-0.9711868166923523,-0.02572031319141388,0.025627410039305687,-1.286344051361084,-0.11419658362865448,0.02665010467171669,-1.2812994718551636,-0.13448479771614075,0.03691849112510681,-1.285388708114624,-0.12876132130622864,-0.1392415463924408,-0.900881290435791,-0.043728578835725784,-0.11364563554525375,-1.1636751890182495,-0.11341898143291473,-0.09607425332069397,-1.158124566078186,-0.11834025382995605,-0.07752455770969391,-1.1638236045837402,-0.10560868680477142,0.0,0.0,0.0,0.016916649416089058,0.04410611093044281,0.01369734387844801,0.038080208003520966,0.07604202628135681,0.01943964697420597,0.053106702864170074,0.11320408433675766,0.02192632108926773,0.030090071260929108,0.12989333271980286,0.025593608617782593,0.03147082030773163,0.01588236168026924,0.03374405577778816,0.029102295637130737,0.05195310339331627,0.04546397551894188,0.020080681890249252,0.2626354694366455,0.048798754811286926,0.040910691022872925,0.47949206829071045,0.042831093072891235,0.01922488585114479,0.002903482411056757,0.033994823694229126,0.018139291554689407,0.09820243716239929,0.05288590118288994,0.030950292944908142,0.38605591654777527,0.04572150856256485,0.050089336931705475,0.6311557292938232,0.03507570922374725,0.013699660077691078,0.009241686202585697,0.03399592638015747,0.016151489689946175,0.11267166584730148,0.051994066685438156,0.031375158578157425,0.39857038855552673,0.038529545068740845,0.04599248617887497,0.6294020414352417,0.04969867318868637,0.02259865216910839,0.03370221331715584,0.03559386730194092,0.01790088228881359,0.06794296205043793,0.04129955545067787,0.02197042852640152,0.2629171907901764,0.041416555643081665,0.031671639531850815,0.4462471008300781,0.058621134608983994
